"Which addresses should appear on the invoice? Please note that downloadable product orders don't have a shipping address.","Ποιά διεύθυνση θέλετε να εμφανίζεται στα Τιμολόγια; Παρακαλώ σημειώστε ότι τα αύλα προϊόντα δεν έχουν Διεύθυνση αποστολής."
"Which addresses should appear on the packing slip? Please note that downloadable product orders don't have a shipping address.","Ποιά διεύθυνση θέλετε να εμφανίζεται στις Φορτωτικές; Παρακαλώ σημειώστε ότι τα αύλα προϊόντα δεν έχουν Διεύθυνση αποστολής."
"A4","A4 - στάνταρ"
"letter","letter"
"Billing Address only","Μόνο Διεύθυνση Τιμολόγησης"
"Shipping Address only","Μόνο Διεύθυνση Αποστολής"
"Both Addresses","Διεύθυνση Τιμολόγησης καί Διεύθυνση Αποστολής"
"Courier","Courier"
"Times New Roman","Times New Roman"
"Helvetica","Helvetica"
"DejaVuSans","DejaVuSans"
"DejaVuSansMono","DejaVuSansMono"
"DejaVuSerif","DejaVuSerif"
"Digitally Sign PDF","Υπογράψτε ψηφιακά το PDF"
"Signature","Υπογραφή"
"Copy the contents of your certificate/signature file including your private key here. Include everything from -----BEGIN RSA PRIVATE KEY----- to -----END CERTIFICATE-----","Αντιγράψτε το περιεχόμενο του Πιστοποιητικού σας (Certificate) και του Προσωπικού Κλειδιού (Private Key) σας εδώ. Συμπεριλάβετε τα παντα απο -----BEGIN RSA PRIVATE KEY----- ως και -----END CERTIFICATE-----"
"Password of Signature","Κωδικός Υπογραφής"
"THSarabunPSK (Thai)","THSarabunPSK (Μόνο Για Ταυλανδη)"
"Add your custom comments here to appear at the bottom of the Order Print-out.","Προσθέστε τα δικά σας σχόλια εδώ ώστε να εμφανιστούν στο κάτω μέρος (υπολεφαλίδα) της εκτύπωσης της Παραγγελίας. Μπορείτε για παράδειγμα να συμπεριλάβετε τον Αριθμό Τραπεζικού Λογαριασμού ή κάποιο διαφημιστικό μύνημα."
"Which addresses should appear on the order? Please note that downloadable product orders don't have a shipping address.","Ποιά διεύθυνση θέλετε να εμφανίζεται στις Παραγγελίες; Παρακαλώ σημειώστε ότι τα αύλα προϊόντα δεν έχουν Διεύθυνση αποστολής."
"Display","Εμφάνιση"
"None","Κανένα"
"Product Image","Φωτογραφία Προϊόντος"
"SKU Barcode","Κωδικός/Barcode"
"Display Quantity as full number","Εμφάνιση Ποσότητας Ολογράφως"
"US","Μοτίβο ΗΠΑ"
"European","Ευρωπαϊκό μοτίβο"
"Customer Address Format","Μοτίβο Διεύθυνσης Πελάτη"
"Display Base and Order Currency","Εμφάνιση Βασικής Ισοτιμίας και Ισοτιμίας Συναλλαγής"
"Delivery Date","Ημερομηνία Παράδοσης"
"Display Delivery Date","Εμφάνιση Ημερομηνίας Παράδοσης"
"Displays the date of the invoice again. Needed in some jurisdictions.","Εμφανίστε ξανά τον Άριθμό Τιμολογίου. Σε κάποιες χώρες το ζητά ο νόμος."
"Print Order History with Comments","Εκτυπώστε Ιστορικό Παραγγελίας με όλες τις παρατηρήσεις"
"Single - Shipping Address Label","Μόνο Διεύθυνση Αποστολής"
"Single - Billing Address Label","Μόνο Διεύθυνση Τιμολόγησης"
"Double - Both Addresses","Διεύθυνση Τιμολόγησης καί Διεύθυνση Αποστολής"
"Use Integrated Labels","Χρησιμοποιήστε ενσωματωμένες ταμπέλες"
"Print Order as Packing Slip","Εκτύπωση Παραγγελίας σας Φορτωτική"
"Use this option if you would like to print packing slips without having to create shipments. You will however loose the ability to print the packing slips with the shipment number (the order number is used instead).","Ενεργοποιήστε αυτή την λειτουργία αν θέλετε να εκτυπώνετε αμέσως Φορτωτικές χώρις τον προηγούμενη δημιουργία Διαταγής Αποστολής (shipment). Θα χάσετε ωστόσο την δυνατότητα να εκτυπώνετε Φορτωτικές με τον Αριθμό Αποστολής και στη θέση του θα εκτυπώνεται ο Αριθμός Παραγγελίας."
"Footer Block 1","1ος Χώρος Υποκεφαλίδας"
"Footer Block 2","2ος Χώρος Υποκεφαλίδας"
"Footer Block 3","3ος Χώρος Υποκεφαλίδας"
"Footer Block 4","4ος Χώρος Υποκεφαλίδας"
"Double - Shipping and Return Addresses","Διεύθυνση Τιμολόγησης καί Διεύθυνση Επιστροφών"
"Return Address","Διεύθυνση Επιστροφών"
"Total Weight","Συνολικό Βάρος"
"Display Total Weight","Εμφάνιση Συνολικού Βάρους"
"kg","κιλά/kg"
"Background Image","Εικόνα στο παρασκήνιο"
"Placement of Logo","Placement of Logo"
"Logo Width","Logo Width"
"Logo Height","Logo Height"
"Logo top-left Corner from the left","Logo top-left Corner from the left"
"Logo top-left Corner from the top","Logo top-left Corner from the top"
"automatic","automatic"
"no-scaling","no-scaling"
"manual","manual"
"Display Email Address","Display Email Address"
"Displays as part of the billing address.","Displays as part of the billing address."
"in milimeters","in milimeters"
"Display Row Subtotal Including Tax","Display Row Subtotal Including Tax"
"is only effective if Tax > Orders, Invoices, Creditmemos Display Settings > Prices is set to not display taxes","is only effective if Tax > Orders, Invoices, Creditmemos Display Settings > Prices is set to not display taxes"
"Grand Total is tax inclusive","Grand Total is tax inclusive"
"Display only one Grand Total","Display only one Grand Total"
"Display detailed Tax Summary","Display Detailed Tax Summary"
"Columns","Columns"
"Columns Advanced","Columns Advanced"
"Display Background only on first page","Display Background only on first page"
"Display Page Number","Display Page Number"
"Custom Column","Custom Column"
"Custom Column Attribute","Custom Column Attribute"
"Base Amount","Base Amount"
"Select up to 5 attributes.","Select up to 5 attributes."
"Position","Position"
"Pos","Pos"
"right","Right"
"left","Left"
"Display Pdf in New Window","Display Pdf in New Window"
"Weight Unit","Weight Unit"
"Barcode Type","Barcode Type"
"Pdf Totals Sort Order","Pdf Totals Sort Order"
"Upload Custom Font","Upload Custom Font"
"Don't Use","Don't Use"
"Custom Label Left - Shipping Address","Custom Label Left - Shipping Address"
"Custom Label Right - Shipping Address","Custom Label Right - Shipping Address"
"Custom Label Left - Billing Address","Custom Label Left - Billing Address"
"Custom Label Right - Billing Address","Custom Label Right - Billing Address"
"Display Salesrule instead of Coupon Code","Display Salesrule instead of Coupon Code"
"Combines Gift Wrapping for Orders, Items and Printed Cards","Combines Gift Wrapping for Orders, Items and Printed Cards"
"Sort by Column","Sort by Column"
"Use Alternative Layout","Use Alternative Layout"
"Please make sure the barcode type is appropriate for the content or the pdf generation might fail (Default: CODE 39 EXTENDED + CHECKSUM).","Please make sure the barcode type is appropriate for the content or the pdf generation might fail (Default: CODE 39 EXTENDED + CHECKSUM)."
"Double - Shipping and Store Addresses","Double - Shipping and Store Addresses"
"Double - Shipping with Store Addresses and Image", "Double - Shipping with Store Addresses and Image"
