"Copy the contents of your certificate/signature file including your private key here. Include everything from -----BEGIN RSA PRIVATE KEY----- to -----END CERTIFICATE-----","Skopiuj zawartość pliku Twojego certyfikatu/podpisu zawierającego Twój klucz prywatny. Wklej wszystko co znajduje się pomiędzy -----BEGIN RSA PRIVATE KEY----- a -----END CERTIFICATE-----"
"Password of Signature","Hasło podpisu"
"THSarabunPSK (Thai)","THSarabunPSK (Thai)"
"Add your custom comments here to appear at the bottom of the Order Pdf.","Komentarz, który tutaj dodasz, pojawi się na dole wydruku zamówienia."
"Which addresses should appear on the order? Please note that downloadable product orders don't have a shipping address.","Które adresy powinny pojawić się na zamówieniu? Zwróć uwagę na to, że zamówienia produktów typu 'downloadable' nie posiadają adresu wysyłki."
"Display","Wyświetl"
"None","Nic"
"Product Image","Obraz produktu"
"SKU Barcode","Kod kreskowy SKU"
"Display Quantity as full number","Wyświetl wielkość jako pełną liczbę"
"US","US"
"European","Europejski"
"Customer Address Format","Format adresu klienta"
"Display Base and Order Currency","Wyświetl podstawową walutę oraz walutę zamówienia"
"Delivery Date","Data dostarczenia"
"Display Delivery Date","Wyświetl datę dostarczenia"
"Displays the date of the invoice again. Needed in some jurisdictions.","Wyświetla ponownie wystawienia datę faktury. Wymagane w niektórych przypadkach."
"Print Order History with Comments","Wyświetl historię zamówień z komentarzami"
"Single - Shipping Address Label","Pojedyńczy - Etykietka adresu przesyłki"
"Single - Billing Address Label","Pojedyńczy - Etykietka adresu płatnika"
"Double - Both Addresses","Podwójny - Obydwa adresy"
"Use Integrated Labels","Użyj obydwu etykiet"
"Print Order as Packing Slip","Drukuj zamówienie jako specyfikację zawartości"
"Use this option if you would like to print packing slips without having to create shipments. You will however loose the ability to print the packing slips with the shipment number (the order number is used instead).","Użyj tej opcji jeśli chcesz wydrukować specyfikację zawartości bez konieczności tworzenia przesyłki. Stracisz jednak możliwość wydruku specyfikacji zawartości z numerem przesyłki (zamiast tego użyty będzie numer zamówienia)."
"Footer Block 1","Stopka, blok 1"
"Footer Block 2","Stopka, blok 2"
"Footer Block 3","Stopka, blok 3"
"Footer Block 4","Stopka, blok 4"
"Double - Shipping and Return Addresses","Podwójny - Adres przesyłki i adres zwrotny"
"Return Address","Adres zwrotny"
"Total Weight","Całkowita waga"
"Display Total Weight","Wyświetl całkowitą wagę"
"kg","kg"
"Background Image for Pdf","Obrazek tła wydruków Pdf"
"Placement of Logo","Pozycja logo"
"Logo Width","Długość logo"
"Logo Height","Wysokość logo"
"Logo top-left Corner from the left","Logo lewy górny róg od lewej"
"Logo top-left Corner from the top","Logo lewy górny róg od góry"
"automatic","automatycznie"
"no-scaling","bez skalowania"
"manual","ręcznie"
"Display Email Address","Wyświetl adres e-mail"
"Displays as part of the billing address.","Wyświetl jako część adresu płatnika."
"in milimeters","w milimetrach"
"Display Row Subtotal Including Tax","Wyświetl sumaryczną cenę z podatkiem"
"is only effective if Tax > Orders, Invoices, Creditmemos Display Settings > Prices is set to not display taxes","skuteczne tylko wtedy jeśli Podatek > Zamówienia, Faktury, Creditmemos Display Settings > Ceny opcja wyświetlania podatku jest wyłączona"
"Grand Total is tax inclusive","Cena łączna zawiera podatek"
"Display only one Grand Total","Wyświetl tylko cenę łączną"
"Display detailed Tax Summary","Display Detailed Tax Summary"
"Columns","Columns"
"Columns Advanced","Columns Advanced"
"Display Background only on first page","Display Background only on first page"
"Display Page Number","Display Page Number"
"Custom Column","Custom Column"
"Custom Column Attribute","Custom Column Attribute"
"Base Amount","Base Amount"
"Select up to 5 attributes.","Select up to 5 attributes."
"Position","Position"
"Pos","Pos"
"right","Right"
"left","Left"
"Display Pdf in New Window","Display Pdf in New Window"
"Weight Unit","Weight Unit"
"Barcode Type","Barcode Type"
"Pdf Totals Sort Order","Pdf Totals Sort Order"
"Upload Custom Font","Upload Custom Font"
"Don't Use","Don't Use"
"Custom Label Left - Shipping Address","Custom Label Left - Shipping Address"
"Custom Label Right - Shipping Address","Custom Label Right - Shipping Address"
"Custom Label Left - Billing Address","Custom Label Left - Billing Address"
"Custom Label Right - Billing Address","Custom Label Right - Billing Address"
"Display Salesrule instead of Coupon Code","Display Salesrule instead of Coupon Code"
"Combines Gift Wrapping for Orders, Items and Printed Cards","Combines Gift Wrapping for Orders, Items and Printed Cards"
"Sort by Column","Sort by Column"
"Use Alternative Layout","Use Alternative Layout"
"Please make sure the barcode type is appropriate for the content or the pdf generation might fail (Default: CODE 39 EXTENDED + CHECKSUM).","Please make sure the barcode type is appropriate for the content or the pdf generation might fail (Default: CODE 39 EXTENDED + CHECKSUM)."
"Double - Shipping and Store Addresses","Double - Shipping and Store Addresses"
"Double - Shipping with Store Addresses and Image", "Double - Shipping with Store Addresses and Image"
