"Slide does not exists","Slide does not exists"
"Slide with id=%s not exists","Slide with id=%s not exists"
"Slide was successfully saved","Slide was successfully saved"
"Slide information","Slide information"
"Unable to find slide to save","Unable to find slide to save"
"Slide was successfully deleted","Slide was successfully deleted"
"Slide id not set","Slide id not set"
"File can't be uploaded. Slider_id not set.","File can't be uploaded. Slider_id not set."
"Please select slide(s)","Please select slide(s)"
"File can't be uploaded. Increase post_max_size and upload_max_filesize to %s","File can't be uploaded. Increase post_max_size and upload_max_filesize to %s"
"File can't be uploaded. Upload directory isn't writable.","File can't be uploaded. Upload directory isn't writable."
"Uploader error. File was not uploaded.","Uploader error. File was not uploaded."
"File is empty","File is empty"
"Upload file","Upload file"
"File is too large","File is too large"
"File can't be uploaded. It has an invalid extension, it should be one of %s.","File can't be uploaded. It has an invalid extension, it should be one of %s."
"Could not save uploaded file. The upload was cancelled, or server error encountered","Could not save uploaded file. The upload was cancelled, or server error encountered"
"Could not get uploaded image dimensions.","Could not get uploaded image dimensions."
"Add Hotspot","Add Hotspot"
"Cancel","Cancel"
"Delete","Delete"
"An error occurred saving this hotspot.","An error occurred saving this hotspot."
"Areas should not overlap.","Areas should not overlap."
"Please, enter product SKU","Please, enter product SKU"
"The product with SKU=","The product with SKU="
"Product SKU:","Product SKU:"
"An error occurred deleting this hotspot.","An error occurred deleting this hotspot."
"Link text","Link text"
"Link url","Link url"
"Please, enter link text","Please, enter link text"
"Please, enter link url","Please, enter link url"
"Select link type","Select link type"
"Please, enter link text and link url","Please, enter link text and link url"
"Please, enter product SKU","Please, enter product SKU"
"Please, select link type","Please, select link type"
"Product page","Product page"
"Other page","Other page"
"File %s does not exists","File %s does not exists"
"Please enable JavaScript to use file uploader.","Please enable JavaScript to use file uploader."
"{file} has invalid extension. Only {extensions} are allowed.","{file} has invalid extension. Only {extensions} are allowed."
"{file} is too large, maximum file size is {sizeLimit}.","{file} is too large, maximum file size is {sizeLimit}."
"{file} is too small, minimum file size is {minSizeLimit}.","{file} is too small, minimum file size is {minSizeLimit}."
"{file} is empty, please select files again without it.","{file} is empty, please select files again without it."
"The files are being uploaded, if you leave now the upload will be cancelled.","The files are being uploaded, if you leave now the upload will be cancelled."
"Widget Information","Widget Information"
"Widget Information (Takes effect only if Lookbookslider included as widget)","Widget Information (Takes effect only if Lookbookslider included as widget)"
"Include jQuery","Include jQuery"
"If YES jQuery will be included before slider output. Set to No if you are sure, that jQuery already included before slider output.","If YES jQuery will be included before slider output. Set to No if you are sure, that jQuery already included before slider output."
"Include plugin javascripts","Include plugin javascripts"
"Set No if you exactly know that slider's JS were included already before slider output.","Set No if you exactly know that slider's JS were included already before slider output."
"Not applicable for the sliders are inserted as a widget.","Not applicable for the sliders are inserted as a widget."
"Enable Jquery (frontend)","Enable Jquery (frontend)"
"Transition effect","Transition effect"
"You can use more than one effect or leave empty to use the random effect.","You can use more than one effect or leave empty to use the random effect."
"Show navigation","Show navigation"
"If YES the navigation button (prev, next and play/stop buttons) will be visible, if NO they will be always hidden","If YES the navigation button (prev, next and play/stop buttons) will be visible, if NO they will be always hidden"
"Navigation on hover state only","Navigation on hover state only"
"If YES the navigation button (prev, next and play/stop buttons) will be visible on hover state only, if NO they will be visible always","If YES the navigation button (prev, next and play/stop buttons) will be visible on hover state only, if NO they will be visible always"
"Show thumbnails","Show thumbnails"
"If YES the thumbnails will be visible, if NO will show the pagination","If YES the thumbnails will be visible, if NO will show the pagination"
"Pause","Pause"
"Milliseconds between the end of the sliding effect and the start of the nex one","Milliseconds between the end of the sliding effect and the start of the nex one"
"Transition duration","Transition duration"
"Length of the sliding effect in milliseconds","Length of the sliding effect in milliseconds"
"Show Slide Caption","Show Slide Caption"
"If YES will show slide caption at the slider bottom","If YES will show slide caption at the slider bottom"
"Show Add to Cart button in hotspot popup","Show Add to Cart button in hotspot popup"
"Show product description and thumbnail in hotspot popup","Show product description and thumbnail in hotspot popup"
